key,en,fr,zh_Hans_CN,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
EFFECT_FOXLAB_INSTANT_POISONED_ATTRACTING,{0} chance to instantly attract a poisoned consumable when it’s dropped,{0} chance d'attirer instantanément un consommable empoisonné quand il est lâché,有{0}概率立即吸收掉落的有毒消耗品,落ちた毒消費アイテムを即座に引き寄せる確率{0},독이 든 소모품이 떨어질 때 {0} 확률로 즉시 끌어옵니다,有{0}機率立即吸收掉落的有毒消耗品,{0} шанс мгновенно привлечь отравленный расходуемый предмет при его выпадении,{0} szans na natychmiastowe przyciągnięcie zatrutego przedmiotu zużywalnego po jego upuszczeniu,{0} probabilidad de atraer instantáneamente un consumible envenenado al caer,{0} chance de atrair instantaneamente um consumível envenenado quando for descartado,{0} Chance sofort ein vergiftetes Verbrauchsgut anzuziehen wenn es fallengelassen wird,Düşürüldüğünde zehirli bir tüketilebilirı anında çekme şansı {0},{0} probabilità di attrarre istantaneamente un consumabile avvelenato quando viene lasciato cadere
ITEM_FOXLAB_SALVATION,Salvation,Salvation,超度,超度,초도,超度,Освобождение,Salwacja,Salvación,Salvação,Erlösung,Kurtuluş,Salvezza
TAG_DESCRIPTION_ITEM_FOXLAB_SALVATION,Seed by Salvation can heal when your Consumable Heal > 3.,Les graines de Salvation peuvent soigner quand vos Soins de Consommable > 3.,超度产生的种子，在消耗性治疗＞3时可治疗。,超度で生成されるシードは、消耗品治療＞3の時に治療できる。,초도로 생성된 씨앗은 소모품 치유 > 3일 때 치유할 수 있습니다.,超度產生的種子，在消耗性治療＞3時可治療。,Семена от Освобождения могут лечить когда ваше Лечение расходуемыми > 3.,Nasiono z Salwacji może leczyć,La Semilla de Salvación puede curar cuando tu Curación de Consumible > 3.,Sementes da Salvação podem curar quando sua Cura de Consumível > 3.,Samen durch Erlösung können heilen wenn deine Verbrauchs-Heilung > 3 ist.,Kurtuluş tarafından üretilen Tohum,I Semi della Salvezza possono curare quando la tua Cura Consumabile > 3.
FOXLAB_SEED_DESCRIPTION,"One player can drop at most {0} Seeds/s; Seed can live for {3}s, and every {1} {2} make Seed live 1s more; Play that picks up a Seed spawns an friendly unit","Un joueur peut lâcher au maximum {0} Graines/s ; une Graine vit {3}s, et chaque {1} {2} augmente sa durée de 1s ; le joueur qui ramasse une Graine engendre une unité alliée",一名玩家每秒最多掉落{0}个种子，基础寿命为{3}秒，每{1}{2}增加1秒种子的寿命，拾取种子的玩家会召唤一个对应的友方单位,1人のプレイヤーは毎秒最大{0}個のシードをドロップできる；シードの基本寿命は{3}秒で、{1}{2}ごとに寿命が1秒延びる；シードを拾ったプレイヤーは対応する味方ユニットを生成する,한 플레이어는 초당 최대 {0}개의 씨앗을 떨어뜨릴 수 있습니다. 씨앗의 기본 수명은 {3}초이며 {1} {2}마다 씨앗 수명이 1초 증가합니다. 씨앗을 주운 플레이어는 해당 아군 유닛을 소환합니다,一名玩家每秒最多掉落{0}個種子，基礎壽命為{3}秒，每{1}{2}增加1秒種子的壽命，拾取種子的玩家會召喚一個對應的友方單位,Один игрок может бросить максимум {0} Семян/с; Семя живёт {3}с и каждые {1} {2} продлевают жизнь Семени на 1с; Игрок подобравший Семя создаёт дружественный юнит,"Jeden gracz może upuścić maksymalnie {0} Nasion/s; Nasiono może żyć przez {3}s, a każde {1} {2} sprawiają, że Nasiono żyje 1s dłużej; Gracz, który podniesie Nasiono, tworzy przyjazną jednostkę","Un jugador puede soltar máximo {0} Semillas/s; la Semilla vive {3}s, y cada {1} {2} hace que viva 1s más; El jugador que recoge una Semilla genera una unidad aliada",Um jogador pode dropar no máximo {0} Sementes/s; Semente pode viver por {3}s e cada {1} {2} fazem a Semente viver 1s a mais; O jogador que pega uma Semente gera uma unidade aliada,Ein Spieler kann max. {0} Samen/s fallen lassen; Samen leben {3}s und alle {1} {2} lassen Samen 1s länger leben; Ein Spieler der einen Samen aufhebt erschafft eine verbündete Einheit,Bir oyuncu saniyede en fazla {0} Tohum düşürebilir; Tohum {3} saniye yaşar ve her {1} {2} Tohumun ömrünü 1 saniye uzatır; Bir Tohum toplayan oyuncu dost bir birim oluşturur,Un giocatore può far cadere al massimo {0} Semi/s; il Seme può vivere per {3}s e ogni {1} {2} fanno vivere il Seme 1s in più; Il giocatore che raccoglie un Seme genera un'unità alleata
EFFECT_FOXLAB_ENEMY_INTERACT,"When an enemy is killed by an enemy or spawned by a non-charmed enemy, you lose {0} materials then drop equivalent materials and 1 Seed nearby; the Seed dies {1}s later","Quand un ennemi est tué par un ennemi ou engendré par un ennemi non charmé, vous perdez {0} matériaux puis lâchez des matériaux équivalents et 1 Graine à proximité ; la Graine meurt {1}s plus tard",当敌人被敌人杀死或被非魅惑敌人召唤时，你扣除{0}个材料并在它附近掉落等量材料和1个{1}秒寿命的种子,敵が敵に倒されるか、非チャーム状態の敵が召喚された時、{0}のマテリアルを消費し、同量のマテリアルと寿命{1}秒のシード1個をその付近にドロップする,적이 적에게 처치되거나 매혹되지 않은 적에 의해 소환될 때 {0}개의 재료를 차감하고 동등한 재료와 1개의 수명 {1}초짜리 씨앗을 근처에 떨어뜨립니다,當敵人被敵人殺死或被非魅惑敵人召喚時，你扣除{0}個素材並在它附近掉落等量素材和1個{1}秒壽命的種子,"Когда враг убит врагом или призван неочарованным врагом, вы теряете {0} материалов и выбрасываете эквивалентные материалы и 1 Семя поблизости; Семя умирает через {1}с","Gdy wróg zostaje zabity przez wroga lub przywołany przez nieurojonego wroga, tracisz {0} materiałów, a następnie upuszczasz równoważne materiały i 1 Nasiono w pobliżu; Nasiono umiera po {1}s","Cuando un enemigo es asesinado por otro enemigo o generado por un enemigo no encantado, pierdes {0} materiales y luego sueltas materiales equivalentes y 1 Semilla cercana; la Semilla muere {1}s después",Quando um inimigo é morto por um inimigo ou gerado por um inimigo não encantado você perde {0} materiais e dropa materiais equivalentes e 1 Semente perto; a Semente morre {1}s depois,"Wenn ein Feind von einem Feind getötet oder von einem nicht-verzauberten Feind erschaffen wird, verlierst du {0} Materialien und lässt äquivalente Materialien und 1 Samen in der Nähe fallen; der Samen stirbt {1}s später","Bir düşman bir düşman tarafından öldürüldüğünde veya büyülenmemiş bir düşman tarafından çağrıldığında, {0} malzeme kaybedersin ve ardından yakında eşdeğer malzeme ve 1 Tohum düşürürsün; Tohum {1} saniye sonra ölür",Quando un nemico viene ucciso da un nemico o generato da un nemico non ammaliato perdi {0} materiali poi lasci cadere materiali equivalenti e 1 Seme nelle vicinanze; il Seme muore {1}s dopo
FOXLAB_SEEDS_DROPPED,Seeds dropped: {0},Graines lâchées : {0},掉落的种子：{0},ドロップしたシード：{0},떨어뜨린 씨앗: {0},掉落的種子：{0},Выпавших семян: {0},Upuszczone Nasiona: {0},Semillas soltadas: {0},Sementes dropadas: {0},Gefallene Samen: {0},Düşürülen tohumlar: {0},Semi lasciati cadere: {0}
FOXLAB_SEEDS_ACTIVATED,Seeds activated: {0},Graines activées : {0},激活的种子：{0},活性化したシード：{0},활성화된 씨앗: {0},啟動的種子：{0},Активированных семян: {0},Aktywowane Nasiona: {0},Semillas activadas: {0},Sementes ativadas: {0},Aktivierte Samen: {0},Aktifleştirilen tohumlar: {0},Semi attivati: {0}
CHARACTER_FOXLAB_UNDEAD,Undead,Mort-vivant,亡灵,アンデッド,언데드,亡靈,Нежить,Nieumarły,No Muerto,Morto-vivo,Untoter,Hortlak,Non Morto
EFFECT_FOXLAB_LOST_HP_ON_LOSING_GOLD,You'll lose an equal amount of health on losing materials,Vous perdrez une quantité de vie égale à chaque perte de matériaux,每当失去材料时，你流失等量生命值,マテリアルを失うたびに同量のHPが流失する,재료를 잃을 때마다 동등한 양의 체력이 감소합니다,每當失去素材時，你流失等量生命值,Вы теряете равное количество здоровья при потере материалов,Tracisz równoważną ilość zdrowia przy utracie materiałów,Pierdes una cantidad equivalente de vida al perder materiales,Você perderá uma quantidade igual de saúde ao perder materiais,Du verlierst eine gleichmäßige Menge an Gesundheit wenn du Materialien verlierst,Malzeme kaybettiğinde eşit miktarda sağlık kaybedersin,Perderai un'uguale quantità di salute quando perdi materiali
EFFECT_FOXLAB_ADD_XP_ON_GETTING_GOLD,You'll gain an equal amount of XP on getting materials,Vous gagnerez une quantité de XP égale à chaque gain de matériaux,每当获得材料时，你获得等量经验,マテリアルを獲得するたびに同量の経験値を獲得する,재료를 획득할 때마다 동등한 양의 경험치를 획득합니다,每當獲得素材時，你獲得等量經驗,Вы получаете равное количество опыта при получении материалов,Zyskujesz równoważną ilość PD przy zdobywaniu materiałów,Ganas una cantidad equivalente de EXP al obtener materiales,Você ganhará uma quantidade igual de XP ao obter materiais,Du erhältst eine gleichmäßige Menge an EP wenn du Materialien erhältst,Malzeme kazandığında eşit miktarda XP kazanırsın,Guadagnerai un'uguale quantità di XP quando ottieni materiali
FOXLAB_PENDING_XP,Pending XP to gain,XP en attente,待获得经验,獲得待ち経験値,획득 예정 경험치,待獲得經驗,Ожидающий опыт,PD oczekujące na zdobycie,EXP pendiente por ganar,XP pendente para ganhar,Ausstehende EP,Kazanılacak bekleyen XP,XP in attesa di essere ottenuto
FOXLAB_LOST_HP,Pending health to lose,Vie en attente de perte,待流失生命值,流失待ちHP,감소 예정 체력,待流失生命值,Ожидающая потеря здоровья,Zdrowie oczekujące na utratę,Vida pendiente por perder,Vida pendente para perder,Ausstehender Gesundheitsverlust,Kaybedilecek bekleyen sağlık,Salute in attesa di essere persa
EFFECT_FOXLAB_CHARM_ALL_WHEN_FULLY_HEAL,Once per wave when you're healed to {3} ({2}): charm all common enemies and {4} chance to {0} {1},Une fois par vague quand vous êtes soigné à {3} ({2}) : charme tous les ennemis communs et {4} chance de {0} {1},每次敌袭首次治疗至{3}（{2}）时，魅惑所有普通敌人并有{4}概率{0}{1},毎ウェーブ1回、{3}（{2}）まで治癒した時、すべての一般敵をチャームし、{4}の確率で{0}{1},웨이브당 한 번 체력이 {3}({2})까지 회복될 때: 모든 일반 적을 매혹하고 {4} 확률로 {0} {1},每次敵襲首次治療至{3}（{2}）時，魅惑所有普通敵人並有{4}機率{0}{1},Один раз за волну при исцелении до {3} ({2}): очаровать всех обычных врагов и {4} шанс {0} {1},Raz na falę,Una vez por oleada al curarte a {3} ({2}): encanta a todos los enemigos comunes y {4} probabilidad de {0} {1},Uma vez por onda quando você é curado para {3} ({2}): encantar todos os inimigos comuns e {4} chance de {0} {1},Einmal pro Welle wenn du auf {3} ({2}) geheilt wirst: bezaubere alle normalen Feinde und {4} Chance {0} {1},Hücum başına bir kez {3}'e ({2}) iyileştirildiğinde: tüm sıradan düşmanları büyüle ve {0} {1} için {4} şans,Una volta per onda quando vieni curato a {3} ({2}): ammalia tutti i nemici comuni e {4} probabilità di {0} {1}
CHARACTER_FOXLAB_BUTCHER,Butcher,Boucher,屠夫,ブッチャー,도살자,屠夫,Мясник,Rzeźnik,Carnicero,Carniceiro,Schlächter,Kasap,Macellaio
EFFECT_FOXLAB_EXTRA_HIT,Collision from your [color=#FF8C00]weapons/pets/projectiles[/color] to enemies will repeat for {0} times (Projectiles require enough piercing/bounce),Les collisions de vos [color=#FF8C00]armes/familiers/projectiles[/color] avec les ennemis se répètent {0} fois (les projectiles nécessitent assez de perçage/rebond),你的[color=#FF8C00]武器/宠物/投射物[/color]对敌人的碰撞会重复{0}次（投射物需足量贯通/反弹）,[color=#FF8C00]武器/ペット/投射物[/color]から敵への衝突が{0}回繰り返される（投射物は十分な貫通/反射が必要）,[color=#FF8C00]무기/펫/투사체[/color]가 적에게 충돌 시 {0}회 반복됩니다 (투사체는 충분한 관통/반사 필요),你的[color=#FF8C00]武器/寵物/投射物[/color]對敵人的碰撞會重複{0}次（投射物需足量貫通/反彈）,Столкновения ваших [color=#FF8C00]оружий/питомцев/снарядов[/color] с врагами повторяются {0} раз (Снарядам требуется достаточное пробивание/отскок),Kolizja z wrogami z twoich [color=#FF8C00]broni/zwierzaków/pocisków[/color] powtórzy się {0} razy (Pociski wymagają odpowiedniego przebicia/odbicia),La colisión de tus [color=#FF8C00]armas/mascotas/proyectiles[/color] contra enemigos se repetirá {0} veces (Los proyectiles requieren suficiente penetración/rebote),Colisões das suas [color=#FF8C00]armas/mascotes/projéteis[/color] com inimigos se repetirão por {0} vezes (Projéteis requerem perfuração/ricochete suficiente),Kollision deiner [color=#FF8C00]Waffen/Haustiere/Projektile[/color] mit Feinden wird {0} Mal wiederholt (Projektile benötigen ausreichend Durchdringung/Abprallen),[color=#FF8C00]Silahların/evcil hayvanların/mermilerin[/color] düşmanlarla çarpışması {0} kez tekrarlanır (Merminiler yeterli delme/sekme gerektirir),Le collisioni dalle tue [color=#FF8C00]armi/mascotte/proiettili[/color] ai nemici si ripeteranno per {0} volte (I Proiettili richiedono sufficiente perforazione/rimbalzo)
CHARACTER_FOXLAB_TEACHER,Teacher,Professeur,教师,ティーチャー,교사,教師,Учитель,Nauczyciel,Profesor,Professor,Lehrer,Öğretmen,Insegnante
EFFECT_FOXLAB_TURRET_TARGET,Offensive turrets only aim at players,Les tourelles offensives ne visent que les joueurs,攻击型炮塔只朝玩家射击,攻撃型タレットはプレイヤーにのみ照準する,공격형 포탑은 플레이어만 조준합니다,攻擊型砲台只朝玩家射擊,Боевые турели стреляют только по игрокам,Wieżyczki ofensywne celują tylko w graczy,Las torretas ofensivas solo apuntan a jugadores,Torretas ofensivas só miram nos jogadores,Offensive Türme zielen nur auf Spieler,Saldırgan taretleler yalnızca oyuncuları hedefler,Le torrette offensive mirano solo ai giocatori
EFFECT_FOXLAB_BOUNCE_PLAYER_PROJECTILE,You can bounce allied projectiles that are offensive,Vous pouvez faire rebondir les projectiles alliés offensifs,你会反弹友方的攻击型投射物,味方の攻撃型投射物を反射できる,아군의 공격형 투사체를 반사할 수 있습니다,你會反彈友方的攻擊型投射物,Вы можете отражать союзные снаряды которые являются боевыми,Możesz odbijać sojusznicze pociski ofensywne,Puedes rebotar proyectiles aliados ofensivos,Você pode ricochetear projéteis aliados ofensivos,Du kannst verbündete Projektile abprallen lassen die offensiv sind,Dost saldırgan mermileri sektirebilirsin,Puoi far rimbalzare i proiettili alleati offensivi
